Exporter,Product,SailDate,20',40',TEUS,QTY.(KGS)
FEBIN MARINE FOODS,FROZEN MARINE FOODS,11-12-2022,0,2,4,33324
FEBIN MARINE FOODS,FROZEN MARINE FOODS,18-12-2022,0,1,2,18000
FEBIN MARINE FOODS,FROZEN MARINE FOODS,25-12-2022,0,2,4,38000
FEBIN MARINE FOODS,FROZEN MARINE FOODS,19-07-2022,0,1,2,22000
FEBIN MARINE FOODS,FROZEN MARINE FOODS,04-09-2022,0,1,2,22000
FEBIN MARINE FOODS,FROZEN MARINE FOODS,30-10-2022,0,1,2,22000
FEBIN MARINE FOODS,FROZEN PRAWNS,06-05-2022,0,1,2,6960
FEBIN MARINE FOODS,FROZEN SHRIMPS,25-07-2022,0,1,2,22000
FEBIN MARINE FOODS,FROZEN SHRIMPS,16-04-2022,0,1,2,20328
FEBIN MARINE FOODS,FROZEN SHRIMPS,15-02-2022,0,1,2,18240
FEBIN MARINE FOODS,FROZEN SHRIMPS,25-02-2022,0,2,4,37410
FEBIN MARINE FOODS,FROZEN SHRIMPS,06-03-2022,0,1,2,22000
FEBIN MARINE FOODS,FROZEN SHRIMPS,23-06-2022,0,1,2,18000
FEBIN MARINE FOODS,FROZEN SHRIMPS,06-08-2022,0,1,2,21000
FEBIN MARINE FOODS,FROZEN SHRIMPS,16-01-2022,0,1,2,21000
FEBIN MARINE FOODS,FROZEN SHRIMPS,02-05-2022,0,1,2,21000
FEBIN MARINE FOODS,FROZEN SHRIMPS,06-05-2022,0,1,2,22000
FEBIN MARINE FOODS,FROZEN SHRIMPS,15-05-2022,0,1,2,18000
FEBIN MARINE FOODS,FROZEN SHRIMPS,15-08-2022,0,1,2,18000
FEBIN MARINE FOODS,FROZEN SHRIMPS,10-09-2022,0,1,2,22000
FEBIN MARINE FOODS,FROZEN SHRIMPS,05-09-2022,0,1,2,22000
FEBIN MARINE FOODS,FROZEN SHRIMPS,12-02-2022,0,1,2,20150
FEBIN MARINE FOODS,FROZEN SHRIMPS,25-02-2022,0,1,2,19975
FEBIN MARINE FOODS,FROZEN SHRIMPS,08-03-2022,0,1,2,19000
FEBIN MARINE FOODS,FROZEN SHRIMPS,14-04-2022,0,1,2,20000
FEBIN MARINE FOODS,FROZEN SHRIMPS,12-09-2022,0,1,2,20000
FEBIN MARINE FOODS,FROZEN SHRIMPS,12-11-2022,0,1,2,20000
FEBIN MARINE FOODS,FROZEN SHRIMPS,28-11-2022,0,1,2,20000
TOTAL                                   ,                              ,          ,1,95,191,1968917
FEDEX TRADE,P.P.WOVEN BAGS,07-12-2022,0,1,2,18321
TOTAL                                   ,                              ,          ,0,1,2,18321
FELIPE TADD P. LTD.,COTTON GOODS,30-04-2022,0,0,0,1630
FELIPE TADD P. LTD.,COTTON GOODS,04-05-2022,0,0,0,376
FELIPE TADD P. LTD.,COTTON GOODS,08-03-2022,1,0,1,5471
TOTAL                                   ,                              ,          ,1,0,1,7477
FELIX FASHIONS,COTTON GARMENTS,05-05-2022,0,0,0,1591
TOTAL                                   ,                              ,          ,0,0,0,1591
FERNANDES BROTHERS,CASHEW KERNELS,26-04-2022,1,0,1,4250
FERNANDES BROTHERS,CASHEW KERNELS,07-03-2022,1,0,1,8960
FERNANDES BROTHERS,CASHEW KERNELS,20-09-2022,1,0,1,15000
FERNANDES BROTHERS,CASHEW KERNELS,23-01-2022,1,0,1,6600
FERNANDES BROTHERS,CASHEW KERNELS,30-04-2022,0,0,0,8960
FERNANDES BROTHERS,CASHEW KERNELS,14-06-2022,1,0,1,7800
FERNANDES BROTHERS,CASHEW KERNELS,18-07-2022,0,0,0,3000
FERNANDES BROTHERS,CASHEW KERNELS,24-10-2022,1,0,1,8960
FERNANDES BROTHERS,CASHEW KERNELS,29-11-2022,1,0,1,8960
FERNANDES BROTHERS,CASHEW KERNELS,21-10-2022,1,0,1,4000
TOTAL                                   ,                              ,          ,8,0,8,76490
FEROKE BOARDS LTD.,WOOD PRODUCTS,21-12-2022,0,0,0,44
TOTAL                                   ,                              ,          ,0,0,0,44
FESTIVA GLOBAL BEVERAGES P.LTD.,FOOD STUFFS,16-02-2022,0,1,2,13781
FESTIVA GLOBAL BEVERAGES P.LTD.,FOOD STUFFS,30-05-2022,0,1,2,28390
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,17-08-2022,0,1,2,27048
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,25-10-2022,0,2,4,27693
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,01-11-2022,0,1,2,19134
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,10-11-2022,0,2,4,32688
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,15-11-2022,0,4,8,96067
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,23-11-2022,0,4,8,82478
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,29-11-2022,0,4,8,78624
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,06-12-2022,0,5,10,110445
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,21-12-2022,0,1,2,28551
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,11-10-2022,1,1,3,32070
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,25-10-2022,0,1,2,28127
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,01-11-2022,1,0,1,12559
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,06-12-2022,0,1,2,16466
FESTIVA GLOBAL BEVERAGES P.LTD.,TEA,15-12-2022,1,0,1,6987
TOTAL                                   ,                              ,          ,3,29,61,641108
FESTO RUBBER,TYRE RETREADING MATERIALS,19-04-2022,1,0,1,9703
TOTAL                                   ,                              ,          ,1,0,1,9703
FESTON INTERNATIONAL,COCONUTS,08-06-2022,0,1,2,28400
FESTON INTERNATIONAL,COCONUTS,25-01-2022,0,1,2,28600
FESTON INTERNATIONAL,COCONUTS,04-01-2022,0,1,2,28000
TOTAL                                   ,                              ,          ,0,3,6,85000
FIAKON EXIM LLP,COCONUTS,13-09-2022,2,0,2,29000
FIAKON EXIM LLP,COCONUTS,19-04-2022,0,1,2,28000
FIAKON EXIM LLP,COCONUTS,15-02-2022,0,1,2,28550
FIAKON EXIM LLP,COCONUTS,20-04-2022,2,0,2,28700
FIAKON EXIM LLP,COCONUTS,04-01-2022,0,1,2,28600
FIAKON EXIM LLP,COCONUTS,03-03-2022,0,1,2,28000
FIAKON EXIM LLP,COCONUTS,21-07-2022,2,0,2,28500
FIAKON EXIM LLP,COCONUTS,27-09-2022,0,1,2,28000
TOTAL                                   ,                              ,          ,6,5,16,227350
FIBER FAMILY PRODUCTS,COIR FIBER,25-07-2022,0,1,2,24563
FIBER FAMILY PRODUCTS,COIR FIBER,17-08-2022,0,2,4,40260
FIBER FAMILY PRODUCTS,COIR FIBER,01-03-2022,0,5,10,100239
TOTAL                                   ,                              ,          ,0,8,16,165062
FIBER WONDERS,COIR FIBER,27-05-2022,0,1,2,16000
FIBER WONDERS,COIR FIBER,16-12-2022,0,1,2,18685
FIBER WONDERS,COIR FIBER,09-02-2022,0,1,2,19670
FIBER WONDERS,COIR FIBER,01-10-2022,0,1,2,20732
FIBER WONDERS,COIR GEO FABRICS,31-12-2022,0,1,2,8320
FIBER WONDERS,COIR GEO FABRICS,25-02-2022,0,1,2,6250
FIBER WONDERS,COIR GEO FABRICS,22-08-2022,0,1,2,6250
FIBER WONDERS,COIR GEO FABRICS,12-05-2022,0,1,2,6250
FIBER WONDERS,COIR GEO FABRICS,19-09-2022,0,1,2,6250
FIBER WONDERS,COIR GEO FABRICS,29-10-2022,0,1,2,6640
FIBER WONDERS,COIR GEO FABRICS,17-12-2022,0,1,2,6640
FIBER WONDERS,COIR GEO FABRICS,20-11-2022,0,1,2,8320
FIBER WONDERS,COIR GEO FABRICS,06-12-2022,0,1,2,8320
FIBER WONDERS,COIR MATS,01-10-2022,1,0,1,3250
FIBER WONDERS,COIR MATS,12-01-2022,0,1,2,19650
FIBER WONDERS,COIR MATS,02-08-2022,0,1,2,19880
FIBER WONDERS,COIR MATS,14-08-2022,0,1,2,18607
FIBER WONDERS,COIR MATS,05-11-2022,0,1,2,19591
FIBER WONDERS,COIR MATS,24-01-2022,0,1,2,19000
FIBER WONDERS,COIR MATS,17-02-2022,0,1,2,19035
FIBER WONDERS,COIR MATS,14-06-2022,0,1,2,19880
FIBER WONDERS,COIR MATS,12-07-2022,0,1,2,18460
FIBER WONDERS,COIR MATS,24-09-2022,0,1,2,19000
FIBER WONDERS,COIR MATS,27-07-2022,0,1,2,10740
FIBER WONDERS,COIR MATS,06-03-2022,0,1,2,19525
FIBER WONDERS,COIR MATS,29-03-2022,0,1,2,19525
FIBER WONDERS,COIR MATS,25-07-2022,0,1,2,6250
FIBER WONDERS,COIR MATS,02-12-2022,0,1,2,5464
FIBER WONDERS,COIR MATS,09-10-2022,0,1,2,6640
FIBER WONDERS,COIR MATS,12-02-2022,0,2,4,25775
FIBER WONDERS,COIR MATS,15-06-2022,0,1,2,6250
FIBER WONDERS,COIR MATS,26-06-2022,1,0,1,6250
FIBER WONDERS,COIR MATS,18-10-2022,0,1,2,6640
FIBER WONDERS,COIR MATS,08-04-2022,0,2,4,35003
FIBER WONDERS,COIR MATS,22-08-2022,0,1,2,19000
FIBER WONDERS,COIR MATS,29-10-2022,0,1,2,19000
FIBER WONDERS,COIR MATS,10-12-2022,0,2,4,26310
FIBER WONDERS,COIR MATS,17-12-2022,0,1,2,15925
FIBER WONDERS,COIR MATS,02-12-2022,0,1,2,19951
FIBER WONDERS,COIR MATS,06-03-2022,0,1,2,19670
FIBER WONDERS,COIR MATS,11-03-2022,0,1,2,6250
FIBER WONDERS,COIR MATS,21-04-2022,0,1,2,19012
FIBER WONDERS,COIR MATS,04-05-2022,0,1,2,19670
FIBER WONDERS,COIR MATS,12-05-2022,0,2,4,38000
FIBER WONDERS,COIR MATS,15-05-2022,0,1,2,18815
FIBER WONDERS,COIR MATS,08-06-2022,0,1,2,19670
FIBER WONDERS,COIR MATS,11-06-2022,1,1,3,24250
FIBER WONDERS,COIR MATS,15-06-2022,0,1,2,19670
FIBER WONDERS,COIR MATS,26-06-2022,0,1,2,19670
FIBER WONDERS,COIR MATS,04-09-2022,0,1,2,6250
FIBER WONDERS,COIR MATS,19-09-2022,0,1,2,18815
FIBER WONDERS,COIR MATS,18-10-2022,0,2,4,39095
FIBER WONDERS,COIR MATS,06-12-2022,0,1,2,18815
FIBER WONDERS,COIR MATS,31-12-2022,0,2,4,26380
FIBER WONDERS,COIR MATTING,01-01-2022,0,2,4,38070
FIBER WONDERS,COIR MATTING,17-02-2022,0,1,2,19000
FIBER WONDERS,JUTE RUGS,10-01-2022,0,1,2,6250
TOTAL                                   ,                              ,          ,3,62,127,940280
FIBERTUFT INTERNATIONAL,COIR MATS,11-03-2022,0,1,2,19207
FIBERTUFT INTERNATIONAL,COIR MATS,10-06-2022,0,1,2,19562
FIBERTUFT INTERNATIONAL,COIR MATS,20-11-2022,0,1,2,19940
FIBERTUFT INTERNATIONAL,COIR MATS,31-07-2022,0,1,2,19252
FIBERTUFT INTERNATIONAL,COIR MATS,27-02-2022,0,1,2,19252
FIBERTUFT INTERNATIONAL,COIR MATS,19-07-2022,0,0,0,245
FIBERTUFT INTERNATIONAL,COIR MATS,10-05-2022,0,1,2,4449
FIBERTUFT INTERNATIONAL,COIR MATS,06-06-2022,0,1,2,20458
FIBERTUFT INTERNATIONAL,COIR MATS,04-05-2022,0,2,4,36148
FIBERTUFT INTERNATIONAL,COIR MATS,27-02-2022,0,3,6,55247
FIBERTUFT INTERNATIONAL,COIR MATS,07-09-2022,0,1,2,19500
FIBERTUFT INTERNATIONAL,JUTE MATTING,17-02-2022,0,1,2,15473
TOTAL                                   ,                              ,          ,0,14,28,248733
FIBRA GARMENTS,COTTON GARMENTS,27-11-2022,0,0,0,84
FIBRA GARMENTS,COTTON GARMENTS,01-03-2022,0,0,0,1648
FIBRA GARMENTS,COTTON GARMENTS,26-07-2022,0,1,2,7342
FIBRA GARMENTS,COTTON GARMENTS,10-12-2022,0,0,0,383
FIBRA GARMENTS,COTTON GARMENTS,10-12-2022,0,0,0,299
FIBRA GARMENTS,COTTON GOODS,20-02-2022,0,0,0,1522
FIBRA GARMENTS,COTTON GOODS,15-12-2022,0,0,0,380
TOTAL                                   ,                              ,          ,0,1,2,11658
FIBRE FAMILY,COIR FIBER,19-04-2022,0,2,4,38000
FIBRE FAMILY,COIR FIBER,18-07-2022,0,1,2,24000
FIBRE FAMILY,COIR FIBER,11-10-2022,0,3,6,63250
FIBRE FAMILY,COIR FIBER,10-02-2022,0,7,14,150455
FIBRE FAMILY,COIR FIBER,16-02-2022,0,1,2,26000
FIBRE FAMILY,COIR FIBER,10-07-2022,0,3,6,60000
FIBRE FAMILY,COIR FIBER,05-09-2022,0,4,8,82000
FIBRE FAMILY,COIR FIBER,19-09-2022,0,3,6,75000
FIBRE FAMILY,COIR GEO FABRICS,16-02-2022,0,1,2,9360
FIBRE FAMILY,COIR MATS,01-07-2022,0,3,6,62570
FIBRE FAMILY,COIR MATS,30-04-2022,0,7,14,135531
FIBRE FAMILY,COIR MATS,04-11-2022,0,1,2,24000
FIBRE FAMILY,COIR MATS,30-05-2022,0,2,4,38820
FIBRE FAMILY,COIR MATS,01-07-2022,0,1,2,16433
FIBRE FAMILY,COIR MATS,02-01-2022,0,2,4,41587
FIBRE FAMILY,COIR MATS,10-01-2022,0,2,4,45242
FIBRE FAMILY,COIR MATS,01-03-2022,0,1,2,22635
FIBRE FAMILY,COIR MATS,09-02-2022,0,1,2,15224
FIBRE FAMILY,COIR PITH,06-04-2022,0,2,4,46950
FIBRE FAMILY,CURLED COIR,12-09-2022,0,1,2,22000
FIBRE FAMILY,CURLED COIR,29-09-2022,0,3,6,60000
TOTAL                                   ,                              ,          ,0,51,102,1059057
FIBRE WORLD,COIR MATS,04-09-2022,0,0,0,1199
FIBRE WORLD,COIR MATS,30-01-2022,0,0,0,793
FIBRE WORLD,COIR MATS,26-02-2022,0,1,2,20047
FIBRE WORLD,COIR MATS,27-08-2022,1,0,1,10263
FIBRE WORLD,COIR MATS,10-10-2022,1,0,1,10545
FIBRE WORLD,COIR MATS,23-02-2022,1,0,1,9002
FIBRE WORLD,COIR MATS,04-06-2022,1,0,1,3150
FIBRE WORLD,COIR MATS,27-02-2022,0,1,2,19779
FIBRE WORLD,COIR MATS,20-07-2022,0,1,2,23763
FIBRE WORLD,COIR MATS,31-12-2022,0,1,2,8700
FIBRE WORLD,COIR MATS,04-09-2022,0,0,0,1831
FIBRE WORLD,COIR MATS,04-01-2022,1,0,1,4708
FIBRE WORLD,COIR MATS,30-08-2022,0,1,2,24116
FIBRE WORLD,COIR MATS,04-09-2022,0,1,2,13256
FIBRE WORLD,COIR MATS,13-07-2022,0,0,0,1993
FIBRE WORLD,COIR MATS,12-01-2022,0,1,2,18633
FIBRE WORLD,COIR MATS,10-05-2022,0,9,18,157106
FIBRE WORLD,COIR MATS,14-06-2022,0,8,16,145600
FIBRE WORLD,COIR MATS,12-07-2022,0,2,4,36400
FIBRE WORLD,COIR MATS,01-10-2022,0,8,16,128000
FIBRE WORLD,COIR MATS,13-11-2022,0,5,10,90300
FIBRE WORLD,COIR MATS,25-02-2022,0,2,4,38000
FIBRE WORLD,COIR MATS,23-03-2022,0,0,0,1890
FIBRE WORLD,COIR MATS,23-07-2022,0,1,2,25870
FIBRE WORLD,COIR MATS,03-04-2022,1,0,1,9356
FIBRE WORLD,COIR MATS,09-01-2022,0,1,2,25131
FIBRE WORLD,COIR MATS,26-06-2022,0,1,2,25397
FIBRE WORLD,COIR MATS,02-07-2022,0,1,2,12695
FIBRE WORLD,COIR MATS,30-01-2022,1,0,1,6550
FIBRE WORLD,COIR MATS,08-06-2022,0,0,0,1762
FIBRE WORLD,COIR MATS,10-07-2022,1,0,1,3275
FIBRE WORLD,COIR MATS,25-07-2022,1,0,1,4382
FIBRE WORLD,COIR MATS,22-08-2022,1,0,1,7157
FIBRE WORLD,COIR MATS,23-11-2022,1,0,1,3525
FIBRE WORLD,COIR MATS,04-12-2022,1,0,1,8076
FIBRE WORLD,COIR MATS,31-12-2022,1,0,1,3525
FIBRE WORLD,COIR MATS,09-01-2022,1,0,1,6146
FIBRE WORLD,COIR MATS,14-04-2022,1,0,1,5896
FIBRE WORLD,COIR MATS,03-04-2022,0,0,0,1762
FIBRE WORLD,COIR MATS,22-05-2022,0,1,2,24863
FIBRE WORLD,COIR MATS,19-04-2022,0,1,2,22102
FIBRE WORLD,COIR MATS,04-05-2022,0,3,6,63294
FIBRE WORLD,COIR MATS,02-01-2022,0,1,2,21910
FIBRE WORLD,COIR MATS,12-01-2022,0,1,2,21021
FIBRE WORLD,COIR MATS,02-02-2022,0,1,2,21062
FIBRE WORLD,COIR MATS,09-02-2022,0,1,2,21402
FIBRE WORLD,COIR MATS,15-02-2022,0,1,2,21161
FIBRE WORLD,COIR MATS,24-02-2022,0,1,2,21844
FIBRE WORLD,COIR MATS,10-03-2022,0,2,4,42370
FIBRE WORLD,COIR MATS,07-12-2022,0,4,8,87093
FIBRE WORLD,COIR MATS,14-12-2022,0,1,2,21869
FIBRE WORLD,COIR MATS,21-12-2022,0,2,4,50000
FIBRE WORLD,COIR MATS,28-12-2022,0,3,6,64121
FIBRE WORLD,COIR MATS,10-01-2022,1,0,1,8209
FIBRE WORLD,COIR MATS,07-02-2022,0,1,2,20706
FIBRE WORLD,COIR MATS,19-03-2022,0,2,4,51742
FIBRE WORLD,COIR MATS,22-08-2022,0,1,2,13065
FIBRE WORLD,COIR MATS,04-12-2022,0,1,2,3287
FIBRE WORLD,COIR MATS,16-01-2022,1,0,1,3182
FIBRE WORLD,COIR MATS,14-06-2022,0,1,2,9413
FIBRE WORLD,COIR MATS,24-10-2022,1,0,1,5665
FIBRE WORLD,COIR MATS,16-01-2022,1,0,1,10895
FIBRE WORLD,COIR MATS,10-07-2022,0,1,2,25508
FIBRE WORLD,COIR MATS,21-10-2022,1,0,1,7262
FIBRE WORLD,COIR MATS,08-06-2022,1,0,1,8252
FIBRE WORLD,COIR MATS,02-07-2022,0,1,2,23521
FIBRE WORLD,COIR MATS,01-10-2022,0,0,0,1066
FIBRE WORLD,COIR MATS,06-11-2022,1,0,1,10004
FIBRE WORLD,COIR MATS,16-01-2022,1,0,1,12228
FIBRE WORLD,COIR MATS,16-02-2022,1,0,1,8869
FIBRE WORLD,COIR MATS,24-04-2022,1,0,1,4965
FIBRE WORLD,COIR MATS,30-05-2022,1,0,1,4785
FIBRE WORLD,COIR MATS,02-07-2022,1,0,1,5880
FIBRE WORLD,COIR MATS,23-07-2022,1,0,1,7125
FIBRE WORLD,COIR MATS,07-08-2022,1,0,1,4005
FIBRE WORLD,COIR MATS,20-11-2022,1,0,1,5880
FIBRE WORLD,COIR MATS,01-01-2022,0,0,0,2480
FIBRE WORLD,COIR MATS,13-02-2022,0,0,0,2585
FIBRE WORLD,COIR MATS,10-03-2022,0,0,0,1820
FIBRE WORLD,COIR MATS,15-01-2022,1,0,1,9227
FIBRE WORLD,COIR MATS,05-06-2022,1,0,1,4227
FIBRE WORLD,COIR MATS,30-01-2022,0,0,0,2154
FIBRE WORLD,COIR MATS,16-05-2022,0,9,18,159120
FIBRE WORLD,COIR MATS,21-06-2022,0,10,20,182000
FIBRE WORLD,COIR MATS,24-06-2022,0,1,2,16002
FIBRE WORLD,COIR MATS,13-07-2022,0,3,6,54600
FIBRE WORLD,COIR MATS,16-10-2022,0,9,18,144000
FIBRE WORLD,COIR MATS,12-11-2022,0,1,2,18060
FIBRE WORLD,COIR MATS,17-02-2022,0,2,4,38786
FIBRE WORLD,COIR MATS,20-03-2022,0,5,10,96965
FIBRE WORLD,COIR MATS,14-05-2022,0,1,2,17680
FIBRE WORLD,COIR MATS,15-05-2022,0,3,6,58309
FIBRE WORLD,COIR MATS,18-06-2022,0,1,2,19475
FIBRE WORLD,COIR MATS,24-06-2022,0,2,4,38950
FIBRE WORLD,COIR MATS,20-07-2022,0,3,6,45696
FIBRE WORLD,COIR MATS,18-12-2022,1,0,1,4105
FIBRE WORLD,COIR MATS,23-02-2022,0,1,2,18670
FIBRE WORLD,COIR MATS,25-07-2022,0,1,2,18860
FIBRE WORLD,COIR MATS,30-12-2022,0,1,2,19469
FIBRE WORLD,COIR MATS,02-08-2022,0,1,2,18784
FIBRE WORLD,COIR MATS,30-10-2022,0,1,2,19760
FIBRE WORLD,COIR MATS,15-01-2022,0,1,2,25432
FIBRE WORLD,COIR MATS,30-05-2022,0,1,2,14742
FIBRE WORLD,COIR MATS,12-07-2022,1,0,1,2948
FIBRE WORLD,COIR MATS,19-10-2022,1,0,1,9940
FIBRE WORLD,COIR MATS,30-11-2022,0,1,2,24533
FIBRE WORLD,COIR MATS,14-12-2022,1,0,1,4422
FIBRE WORLD,COIR MATS,07-02-2022,1,0,1,13556
FIBRE WORLD,COIR MATS,11-06-2022,0,1,2,22977
FIBRE WORLD,COIR MATS,29-01-2022,0,1,2,24987
FIBRE WORLD,COIR MATS,20-07-2022,0,1,2,21173
FIBRE WORLD,COIR MATS,02-08-2022,0,1,2,21333
FIBRE WORLD,COIR MATS,03-08-2022,0,1,2,21886
FIBRE WORLD,COIR MATS,17-08-2022,0,1,2,21391
FIBRE WORLD,COIR MATS,30-08-2022,0,2,4,43660
FIBRE WORLD,COIR MATS,29-09-2022,0,1,2,21159
FIBRE WORLD,COIR MATS,01-10-2022,0,1,2,20940
FIBRE WORLD,COIR MATS,16-10-2022,0,1,2,20481
FIBRE WORLD,COIR MATS,29-10-2022,0,2,4,43728
FIBRE WORLD,COIR MATS,08-11-2022,0,1,2,20728
FIBRE WORLD,COIR MATS,19-11-2022,0,2,4,42922
FIBRE WORLD,COIR MATS,23-06-2022,1,0,1,10684
FIBRE WORLD,COIR MATS,27-02-2022,0,2,4,38786
FIBRE WORLD,COIR MATS,08-04-2022,0,3,6,58425
FIBRE WORLD,COIR MATS,02-05-2022,0,5,10,97269
FIBRE WORLD,COIR MATS,28-03-2022,0,1,2,19553
FIBRE WORLD,COIR MATS,04-05-2022,0,4,8,70720
FIBRE WORLD,COIR MATS,08-06-2022,0,4,8,72800
FIBRE WORLD,COIR MATS,26-06-2022,0,2,4,36000
FIBRE WORLD,COIR MATS,21-09-2022,0,5,10,80000
FIBRE WORLD,COIR MATS,29-10-2022,1,0,1,5050
FIBRE WORLD,COIR MATS,08-11-2022,0,4,8,72240
FIBRE WORLD,COIR MATS,22-01-2022,0,1,2,19463
FIBRE WORLD,COIR MATS,09-08-2022,0,2,4,39257
FIBRE WORLD,COIR MATS,19-07-2022,0,1,2,25032
FIBRE WORLD,COIR MATS,27-07-2022,0,1,2,24512
FIBRE WORLD,COIR MATS,22-08-2022,0,1,2,24683
FIBRE WORLD,COIR MATS,30-10-2022,0,1,2,24264
FIBRE WORLD,COIR MATS,19-11-2022,1,0,1,9774
FIBRE WORLD,COIR MATS,11-06-2022,1,0,1,6330
FIBRE WORLD,COIR MATS,08-03-2022,0,1,2,15512
FIBRE WORLD,COIR MATS,17-04-2022,0,1,2,21973
FIBRE WORLD,COIR MATS,04-06-2022,0,1,2,13065
FIBRE WORLD,COIR MATS,10-07-2022,0,1,2,21791
FIBRE WORLD,COIR MATS,07-08-2022,0,1,2,22303
FIBRE WORLD,COIR MATS,12-09-2022,0,1,2,23160
FIBRE WORLD,COIR MATS,16-10-2022,0,1,2,23038
FIBRE WORLD,COIR MATS,18-05-2022,0,1,2,21800
FIBRE WORLD,COIR MATS,07-12-2022,0,1,2,14524
FIBRE WORLD,COIR MATS,20-11-2022,0,1,2,6640
FIBRE WORLD,COIR MATS,23-01-2022,0,1,2,24571
FIBRE WORLD,COIR MATS,17-03-2022,0,1,2,24571
FIBRE WORLD,COIR MATS,29-03-2022,0,1,2,24561
FIBRE WORLD,COIR MATS,21-04-2022,0,1,2,24571
FIBRE WORLD,COIR MATS,22-05-2022,0,1,2,24571
FIBRE WORLD,COIR MATS,30-05-2022,0,1,2,24571
FIBRE WORLD,COIR MATS,02-07-2022,0,1,2,24571
FIBRE WORLD,COIR MATS,13-07-2022,0,1,2,24571
FIBRE WORLD,COIR MATS,23-07-2022,0,1,2,24571
FIBRE WORLD,COIR MATS,25-08-2022,0,1,2,24571
FIBRE WORLD,COIR MATS,05-02-2022,1,0,1,3369
FIBRE WORLD,COIR MATS,21-12-2022,0,0,0,1080
FIBRE WORLD,COIR MATS,04-06-2022,0,0,0,972
FIBRE WORLD,COIR MATS,08-10-2022,0,0,0,1188
FIBRE WORLD,COIR MATS,29-10-2022,1,0,1,12382
FIBRE WORLD,COIR MATS,01-10-2022,0,0,0,3021
FIBRE WORLD,COIR MATS,29-01-2022,1,0,1,14048
FIBRE WORLD,COIR MATS,13-07-2022,0,1,2,23794
FIBRE WORLD,COIR MATS,07-02-2022,0,1,2,17310
FIBRE WORLD,COIR MATS,17-12-2022,1,2,5,42499
FIBRE WORLD,COIR MATS,04-05-2022,0,1,2,19448
FIBRE WORLD,COIR MATS,17-01-2022,0,1,2,19000
FIBRE WORLD,COIR MATS,23-03-2022,1,0,1,3262
FIBRE WORLD,COIR MATS,10-04-2022,1,0,1,6561
FIBRE WORLD,COIR MATS,10-07-2022,0,1,2,16366
FIBRE WORLD,COIR MATS,26-07-2022,0,1,2,19333
FIBRE WORLD,COIR MATS,19-09-2022,0,1,2,6956
FIBRE WORLD,COIR MATS,06-11-2022,0,1,2,19653
FIBRE WORLD,COIR MATS,29-04-2022,0,2,4,38696
FIBRE WORLD,COIR MATS,02-05-2022,0,1,2,19885
FIBRE WORLD,COIR MATS,03-05-2022,0,0,0,3867
FIBRE WORLD,COIR MATS,15-05-2022,0,1,2,19656
FIBRE WORLD,COIR MATS,30-05-2022,0,2,4,38259
FIBRE WORLD,COIR MATS,10-06-2022,0,2,4,39240
FIBRE WORLD,COIR MATS,23-07-2022,0,0,0,2110
FIBRE WORLD,COIR MATS,14-08-2022,0,0,0,3590
FIBRE WORLD,COIR MATS,05-09-2022,0,3,6,49036
FIBRE WORLD,COIR MATS,09-10-2022,0,3,6,49036
FIBRE WORLD,COIR MATS,09-11-2022,1,1,3,28073
FIBRE WORLD,COIR MATS,14-12-2022,0,1,2,19865
FIBRE WORLD,COIR MATS,28-12-2022,0,1,2,19000
FIBRE WORLD,COIR MATS,23-02-2022,0,1,2,5446
FIBRE WORLD,COIR MATS,22-05-2022,0,0,0,1296
FIBRE WORLD,COIR MATS,08-06-2022,0,2,4,31206
FIBRE WORLD,COIR MATS,15-06-2022,0,1,2,19262
FIBRE WORLD,COIR MATS,28-11-2022,0,0,0,453
FIBRE WORLD,COIR MATS,19-01-2022,0,1,2,12337
FIBRE WORLD,COIR MATS,22-05-2022,0,8,16,141440
FIBRE WORLD,COIR MATS,09-10-2022,0,8,16,128000
FIBRE WORLD,COIR MATS,25-02-2022,0,1,2,15093
FIBRE WORLD,COIR MATS,20-05-2022,0,1,2,3079
FIBRE WORLD,COIR MATS,22-06-2022,0,1,2,19860
FIBRE WORLD,COIR MATS,24-08-2022,1,0,1,6561
FIBRE WORLD,COIR MATS,13-11-2022,0,1,2,21022
FIBRE WORLD,COIR MATS,20-11-2022,0,1,2,19508
FIBRE WORLD,COIR MATS,01-07-2022,0,8,16,145600
FIBRE WORLD,COIR MATS,10-07-2022,0,2,4,38400
FIBRE WORLD,COIR MATS,19-11-2022,0,6,12,108360
FIBRE WORLD,COIR MATS,02-12-2022,0,3,6,51961
FIBRE WORLD,COIR MATS,31-12-2022,1,2,5,44103
FIBRE WORLD,COIR MATS,28-08-2022,0,4,8,59927
FIBRE WORLD,COIR MATS,17-09-2022,0,3,6,44941
