,Exporter,Product,SailDate,20',40',TEUS,QTY.(KGS)
18998,BARAKA OVERSEAS TRADERS,FROZEN MARINE FOODS,2022-04-24,0,1,2,24000
18999,EMIL TRADERS P.LTD.,COFFEE,2022-04-24,2,0,2,38400
19000,EMIL TRADERS P.LTD.,COFFEE,2022-04-24,4,0,4,76800
19001,NITTA GELATIN INDIA LTD.,GELATIN,2022-04-24,0,1,2,20000
19002,COCO  FIBRE TEX,COIR MATS,2022-04-24,0,1,2,25520
19003,R.L. KHANNA & CO. (OVERSEAS),COIR MATS,2022-04-24,1,0,1,7424
19004,LALA AGRO TROPIC P.LTD.,COCONUT SHELLS\CUPS,2022-04-24,0,1,2,8360
19005,KOB MEDICAL TEXTILES P.LTD.,MEDICAL EQUIPMENTS,2022-04-24,0,3,6,33474
19006,TRAVANCORE MATS & MATTING CO.,COIR MATS,2022-04-24,0,1,2,19142
19007,KAISONS RUBBERS,RUBBER MATS,2022-04-24,0,1,2,23540
19008,CHARANKATTU COIR MFG.CO.P.LTD.,JUTE MATTING,2022-04-24,0,1,2,14988
19009,UNIVERSAL OLEORESINS,LEMONGRASS OIL,2022-04-24,1,0,1,1049
19010,KERAFIBERTEX INTERNATIONAL P.LTD.,COIR MATS,2022-04-24,0,1,2,23526
19011,INDCARB ACTIVATED CARBON P.LTD.,ACTIVATED CARBON,2022-04-24,0,1,2,24000
19012,FLOORATEX RUBBER & PLASTICS P.LTD.,RUBBER MATS,2022-04-24,0,1,2,25410
19013,EVEREST PLYWOOD,PLYWOOD,2022-04-24,0,1,2,28000
19014,GLENROCK RUBBER PRODUCTS P. LTD.,RUBBER MATS,2022-04-24,0,1,2,26220
19015,VASUNDHARALAYAM COIR WORKS,RUBBER MATS,2022-04-24,0,1,2,26254
19016,FIBRE WORLD,COIR MATS,2022-04-24,1,0,1,4965
19017,NATIONAL FITTINGS LTD.,PIPE FITTINGS,2022-04-24,2,0,2,37276
19018,EMIL TRADERS P.LTD.,GREEN COFFEE,2022-04-24,7,0,7,134400
19019,EMIL TRADERS P.LTD.,GREEN COFFEE,2022-04-24,1,0,1,19200
19020,EXTRA WEAVE,JUTE RUGS,2022-04-24,0,1,2,17590
19021,AKAY NATURAL INGREDIENTS,OLEORESINS OF SPICES,2022-04-24,0,1,2,11218
19022,ECOM GILL COFFEE TRADING P.LTD.,GREEN COFFEE,2022-04-24,6,0,6,115200
19023,S.L.N.COFFEE P.LTD.,INSTANT COFFEE,2022-04-24,1,0,1,7680
19024,EMIL TRADERS P.LTD.,COFFEE,2022-04-26,1,0,1,19200
19025,QFROZ TRADES P.LTD.,FROZEN MARINE FOODS,2022-04-26,0,2,4,54000
19026,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,1,0,1,7808
19027,PREMIER COTTON TEXTILES,COTTON YARN,2022-04-26,0,1,2,23863
19028,FCI OEN CONNECTORS LTD.,CONNECTORS,2022-04-26,0,0,0,390
19029,EASTMAN EXPORTS GLOBAL CLOTHING  ,COTTON GOODS,2022-04-26,0,1,2,2574
19030,PARAYIL FOOD PRODUCTS P.LTD.,FOOD STUFFS,2022-04-26,1,0,1,30594
19031,SAINT GOBAIN INDIA P.LTD.,REFRACTORY MATERIALS,2022-04-26,1,0,1,9625
19032,TRAVANCORE COCOTUFT P.LTD.,RUBBER MATS,2022-04-26,1,0,1,17280
19033,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,1,0,1,1517
19034,SAFERA FOOD INTERNATIONAL,FROZEN CUTTLEFISH,2022-04-26,0,1,2,21000
19035,COCHIN CHITIN COMPANY,CHITIN,2022-04-26,1,0,1,14000
19036,BETA HEALTH CARE PRODUCTS P.LTD.,SURGICAL GLOVES,2022-04-26,0,1,2,9067
19037,SIGNATURE FOAM P.LTD.,RUBBERISED COIR MATRESSES,2022-04-26,0,2,4,10446
19038,BROTHERS COIR MILLS,COIR GEO FABRICS,2022-04-26,0,1,2,14885
19039,ST.MARYS RUBBERS P.LTD.,LATEX GLOVES,2022-04-26,0,1,2,18807
19040,UPASANA EXPORTS,FROZEN YELLOW TUNA,2022-04-26,0,1,2,26000
19041,AQUA MARINE EXPORTS,FROZEN SHRIMPS,2022-04-26,0,1,2,24000
19042,SHARP ELECTRODES P. LTD.,WELDING ELECTRODES,2022-04-26,1,0,1,24000
19043,ASIAN MARINE FOODS,FROZEN MARINE FOODS,2022-04-26,1,0,1,13286
19044,PALM FIBRE(INDIA)P.LTD.,COIR MATS,2022-04-26,0,0,0,666
19045,MARICO LTD.,COCONUT OIL,2022-04-26,0,1,2,6632
19046,N.C. JOHN & SONS LTD.,JUTE MATTING,2022-04-26,0,3,6,45074
19047,AVT MCCORMICK INGREDIENTS LTD.,RED PEPPER,2022-04-26,1,0,1,5100
19048,UNIPOWER TRANSFORMERS,INVERTOR,2022-04-26,0,3,6,67935
19049,ACTIVE CHAR PRODUCTS P.LTD.,ACTIVATED CARBON,2022-04-26,0,3,6,72000
19050,FINE FAB ENGINEERING&CONSTRUCTIONS,HEATING ELEMENT,2022-04-26,15,0,15,300000
19051,FERNANDES BROTHERS,CASHEW KERNELS,2022-04-26,1,0,1,4250
19052,COCO  FIBRE TEX,COIR MATS,2022-04-26,0,1,2,27521
19053,N.V.JOSEPH EXPORTS,COIR GEO FABRICS,2022-04-26,0,2,4,26851
19054,ABAD FISHERIES,FROZEN CUTTLEFISH,2022-04-26,0,1,2,20096
19055,SUDHAMA HOSIERIES,COTTON GOODS,2022-04-26,1,0,1,4778
19056,DOLPHIN WIRES PVT LTD.,FROZEN YELLOW TUNA,2022-04-26,0,3,6,84000
19057,LEETHA PACK (P) LTD.,PAPER CUP,2022-04-26,0,2,4,13864
19058,UNITED NILGIRIS TEA ESTATE CO. LTD.,TEA,2022-04-26,0,1,2,20680
19059,ROYAL MARINE,FROZEN RIBBON FISH,2022-04-26,0,1,2,27000
19060,COIR MATES INDIA,COIR GEO FABRICS,2022-04-26,0,1,2,7664
19061,DELSEA EXPORTS P.LTD.,FROZEN YELLOW TUNA,2022-04-26,0,1,2,28000
19062,RUBBER TECH,RUBBER MATS,2022-04-26,1,0,1,18000
19063,BIOWIN AGRO RESEARCH,PINEAPPLE,2022-04-26,0,1,2,6000
19064,GREENLEAF EXTRACTIONS PVT LTD,OLEORESINS OF SPICES,2022-04-26,0,0,0,786
19065,NRP EXPORTS,HOME APPLIANCES,2022-04-26,0,1,2,17263
19066,SAINT GOBAIN INDIA P.LTD.,REFRACTORY MATERIALS,2022-04-26,1,0,1,2585
19067,AGAPPE DIAGNOSTICS LTD.,DISPOSABLE HOSPITAL PRODUCTS,2022-04-26,0,0,0,300
19068,COCHIN MINERALS AND RUTILE LTD.,FERRIC CHLORIDE,2022-04-26,15,0,15,360000
19069,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,10345
19070,SSK EXPORT LIMITED,TEA,2022-04-26,0,4,8,95844
19071,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,371
19072,FCI OEN CONNECTORS LTD.,CONNECTORS,2022-04-26,1,0,1,2187
19073,AVLA NETTOS EXPORTS,FROZEN SQUID,2022-04-26,0,1,2,24000
19074,HAWKES EYE EXPORTS,FOOD STUFFS,2022-04-26,1,0,1,11800
19075,TATA COFFEE LTD.,COFFEE,2022-04-26,1,0,1,19200
19076,RRD TEX  P.LTD.,COTTON YARN,2022-04-26,0,2,4,42592
19077,NYLON METALLIC,NYLON GOODS,2022-04-26,0,1,2,26950
19078,TATA CONSUMER PRODUCTS LTD.,TEA,2022-04-26,0,2,4,18711
19079,H.T. FOODS P.LTD.,FROZEN SQUID,2022-04-26,0,1,2,22000
19080,S.L.N.COFFEE P.LTD.,INSTANT COFFEE,2022-04-26,0,1,2,17280
19081,CHOICE TRADING CORPN. LTD.,FROZEN SHRIMPS,2022-04-26,0,10,20,189000
19082,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,900
19083,INTERNATIONAL FREEZE FISH EXPORTS,FROZEN SQUID,2022-04-26,0,1,2,21000
19084,NISHANT EXPORT,CHILLIES,2022-04-26,1,0,1,13156
19085,AVT NATURAL PRODUCTS LTD.,OLEORESINS OF SPICES,2022-04-26,1,0,1,6517
19086,TRAVANCORE MATS & MATTING CO.,COIR MATS,2022-04-26,0,2,4,34518
19087,AKAY SPICES P.LTD.,TURMERIC POWDER,2022-04-26,0,1,2,27500
19088,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,851
19089,HIGHRANGE RUBBER & COIR PRODUCTS,RUBBER MATS,2022-04-26,0,3,6,32250
19090,KHEMCHAND SONS,AGRICULTURAL MACHINERY & PARTS,2022-04-26,1,0,1,16396
19091,ALLEPPEY CO. LTD.,COIR MATS,2022-04-26,0,1,2,20085
19092,PLANT LIPIDS  LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,160
19093,INDIAN EMPORIUM,COIR GEO FABRICS,2022-04-26,0,2,4,19421
19094,KSB MIL CONTROL,VALVES,2022-04-26,0,0,0,438
19095,EVERGREEN EXPORTS,FROZEN MARINE FOODS,2022-04-26,0,1,2,27000
19096,BROTHERS COIR MILLS,COIR GEO FABRICS,2022-04-26,0,1,2,19500
19097,CLAIRON FILTERS,FILTER ELEMENT,2022-04-26,0,1,2,9735
19098,SYNTHITE INDUSTRIES LTD.,CHILLI POWDER,2022-04-26,1,0,1,13650
19099,ENGLISH INDIAN CLAYS LTD.,CLAY,2022-04-26,1,0,1,12320
19100,SAKTHI SUGARS LTD.,SOYA EXTRACT,2022-04-26,0,2,4,40640
19101,MANE KANCOR INGREDIENTS P.LTD.,OLEORESINS OF SPICES,2022-04-26,1,0,1,12960
19102,WALLACE LANGFORD & ASSOCIATES,COIR MATS,2022-04-26,0,1,2,17200
19103,R.R.INTERNATIONAL,COTTON YARN,2022-04-26,0,6,12,104216
19104,FLOOR MATE RUBBER PRODUCTS P.LTD.,RUBBER MATS,2022-04-26,0,1,2,21000
19105,TRAVANCORE COCOTUFT P.LTD.,COIR MATS,2022-04-26,0,1,2,15215
19106,SAINT GOBAIN INDIA P.LTD.,REFRACTORY MATERIALS,2022-04-26,0,1,2,17200
19107,R.L. KHANNA & CO. (OVERSEAS),COIR MATS,2022-04-26,1,0,1,10290
19108,TRAVANCORE MATS & MATTING CO.,COIR MATS,2022-04-26,0,2,4,30242
19109,AVT NATURAL PRODUCTS LTD.,OLEORESINS OF SPICES,2022-04-26,1,0,1,8237
19110,NRP EXPORTS,HOUSEHOLD ARTICLES,2022-04-26,0,1,2,17475
19111,APOLLO TYRES LTD.,TYRES/TUBES,2022-04-26,0,2,4,11308
19112,N.C. JOHN & SONS LTD.,JUTE MATTING,2022-04-26,0,1,2,14974
19113,JAYACHANDRAN ALLOYS P.LTD.,LEAD INGOTS,2022-04-26,4,0,4,96000
19114,CLASSIC COIR FACTORY,COIR MATS,2022-04-26,1,0,1,2724
19115,ACTIVE CHAR PRODUCTS P.LTD.,ACTIVATED CARBON,2022-04-26,0,2,4,44000
19116,GREEN COIR HUB,COIR MATS,2022-04-26,0,1,2,17500
19117,INDUS CONSUMER PRODUCTS LTD.,RUBBER MATS,2022-04-26,0,1,2,25604
19118,K.S.GANGADHARA IYER AND CO.,COIR MATTING MATS,2022-04-26,0,2,4,39540
19119,EMIL TRADERS P.LTD.,COFFEE,2022-04-26,1,0,1,19200
19120,CLASSIC COIR FACTORY,COIR MATTING,2022-04-26,1,0,1,3281
19121,SYMEGA FOOD INGREDIENTS,SPICES,2022-04-26,1,0,1,11960
19122,BRAHMINS FOOD INDIA P.LTD.,FOOD STUFFS,2022-04-26,1,0,1,12892
19123,TATA CONSUMER PRODUCTS LTD.,TEA,2022-04-26,0,1,2,8825
19124,MANE KANCOR INGREDIENTS P.LTD.,OLEORESINS OF SPICES,2022-04-26,1,0,1,3240
19125,WESTERN INDIA CASHEW CO.,CASHEW KERNELS,2022-04-26,0,1,2,17250
19126,SYNTHITE INDUSTRIES LTD.,CHILLI POWDER,2022-04-26,0,1,2,25000
19127,CARBORUNDUM UNIVERSAL LTD.,ALUMINIUM OXIDE,2022-04-26,1,0,1,24000
19128,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,847
19129,ELGI RUBBER CO.LTD.,TYRE RETREADING MATERIALS,2022-04-26,1,0,1,18000
19130,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,322
19131,FAIR EXPORTS INDIA P.LTD.,COCONUTS,2022-04-26,1,0,1,15052
19132,ARACKATHARA RECLAIMATIONS,TYRE RETREADING MATERIALS,2022-04-26,0,2,4,40024
19133,CAP SEAFOODS P.LTD.,FROZEN SHRIMPS,2022-04-26,0,1,2,22000
19134,APTIV CONNECTION SYSTEMS INDIA P.LTD.,CONNECTORS,2022-04-26,0,0,0,547
19135,NESTLE INDIA LTD.,INSTANT TEA,2022-04-26,0,0,0,442
19136,TRAVANCORE COCOTUFT P.LTD.,COIR MATS,2022-04-26,0,0,0,493
19137,BROTHERS COIR MILLS,COIR MATS,2022-04-26,0,1,2,19000
19138,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,110
19139,KITEX GARMENTS LTD.,COTTON GARMENTS,2022-04-26,0,4,8,37306
19140,SUDHAN SPINNING MILLS LTD.,COTTON YARN,2022-04-26,0,3,6,56371
19141,BROTHERS COIR MILLS,COIR MATS,2022-04-26,0,1,2,19000
19142,VIMAL TEA CO.,TEA,2022-04-26,1,0,1,12140
19143,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,217
19144,SYNTHITE INDUSTRIES LTD.,CHILLI POWDER,2022-04-26,0,2,4,50000
19145,SWISS SINGAPORE INDIA P.LTD.,TEA,2022-04-26,0,1,2,25691
19146,KSB MIL CONTROL,VALVES,2022-04-26,0,0,0,230
19147,V.K.L.SEASONING P.LTD.,SPICES,2022-04-26,1,0,1,8957
19148,ARIHANT EXPORTS,COTTON GARMENTS,2022-04-26,1,0,1,3769
19149,SUD-CHEMIE INDIA LTD.,CATALYST,2022-04-26,2,0,2,24572
19150,LAKSHMI MACHINE WORKS LTD.,TEXTILE MACHINERY,2022-04-26,1,2,5,14989
19151,BRAHMINS FOOD INDIA P.LTD.,FOOD STUFFS,2022-04-26,1,0,1,16896
19152,CLAIRON FILTERS,FILTER ELEMENT,2022-04-26,0,1,2,6545
19153,NAS FISHERIES P.LTD.,FROZEN MARINE FOODS,2022-04-26,0,1,2,26000
19154,EXTRA WEAVE,JUTE MATTING,2022-04-26,0,2,4,21094
19155,TUFCKO INTERNATI0NAL,COIR MATS,2022-04-26,0,6,12,116394
19156,ABM MARINE PRODUCTS,FROZEN SQUID,2022-04-26,0,1,2,22000
19157,CLASSIC COIR FACTORY,COIR MATS,2022-04-26,0,1,2,13488
19158,TATA CONSUMER PRODUCTS LTD.,TEA,2022-04-26,0,2,4,38000
19159,PREMIUM FERRO ALLOYS LTD.,ALUMINIUM ALLOY,2022-04-26,0,1,2,28630
19160,LUKE EXPORTS,FROZEN OCTOPUS,2022-04-26,0,1,2,20000
19161,GREEN COLLARS ECO SOLUTIONS P.LTD.,COCONUT SHELLS\CUPS,2022-04-26,0,1,2,19000
19162,MADHU JAYANTI INTERNATIONAL LTD.,TEA,2022-04-26,0,1,2,13535
19163,TRAVANCORE MATS & MATTING CO.,JUTE MATTING,2022-04-26,0,2,4,32961
19164,PLANT LIPIDS  LTD.,OLEORESINS OF SPICES,2022-04-26,1,0,1,14000
19165,PALM FIBRE(INDIA)P.LTD.,COIR MATS,2022-04-26,1,1,3,16360
19166,EVERGREEN EXPORTS,FROZEN MARINE FOODS,2022-04-26,0,1,2,27000
19167,APOLLO TYRES LTD.,TYRES/TUBES,2022-04-26,0,1,2,19230
19168,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,326
19169,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,374
19170,PROFAND VAYALAT MARINE EXPORTS,FROZEN MARINE FOODS,2022-04-26,0,1,2,18000
19171,APOLLO TYRES LTD.,TYRES/TUBES,2022-04-26,0,2,4,14699
19172,COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,2022-04-26,10,0,10,240000
19173,FCI OEN CONNECTORS LTD.,CONNECTORS,2022-04-26,0,0,0,3022
19174,COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,2022-04-26,10,0,10,240000
19175,AGAPPE DIAGNOSTICS LTD.,DISPOSABLE HOSPITAL PRODUCTS,2022-04-26,1,0,1,1393
19176,JANSONS BALERS,RUBBER MATS,2022-04-26,1,0,1,15526
19177,EVERGREEN EXPORTS,FROZEN MARINE FOODS,2022-04-26,0,3,6,81000
19178,MANJILAS FOOD TECH (P)LTD.,FOOD STUFFS,2022-04-26,2,0,2,34454
19179,G.T.N.ENTERPRISES LTD.,COTTON YARN,2022-04-26,0,1,2,19958
19180,PALM FIBRE(INDIA)P.LTD.,COIR MATS,2022-04-26,1,0,1,3270
19181,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,1,0,1,4340
19182,LEETHA INDUSTRIES,PAPER CUP,2022-04-26,0,1,2,6922
19183,LAKSHMI MACHINE WORKS LTD.,TEXTILE MACHINERY,2022-04-26,0,1,2,8031
19184,PALM FIBRE(INDIA)P.LTD.,COIR MATS,2022-04-26,0,0,0,666
19185,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,1,0,1,2004
19186,SAFERA FOOD INTERNATIONAL,FROZEN SHRIMPS,2022-04-26,0,1,2,22000
19187,M.N. TEX,COTTON GOODS,2022-04-26,0,1,2,14856
19188,NITTA GELATIN INDIA LTD.,FISH COLLAGEN,2022-04-26,0,1,2,13465
19189,KITEX GARMENTS LTD.,COTTON GARMENTS,2022-04-26,1,2,5,18988
19190,OLAM AGRO INDIA LTD.,SPICES,2022-04-26,0,2,4,38000
19191,BROTHERS COIR MILLS,COIR GEO FABRICS,2022-04-26,0,1,2,8016
19192,CARBORUNDUM UNIVERSAL LTD.,ALUMINIUM OXIDE,2022-04-26,0,0,0,1026
19193,PARAYIL EXPORTS,FOOD STUFFS,2022-04-26,0,1,2,14614
19194,ECOWOOD EXPORTS P. LTD.,PLYWOOD,2022-04-26,2,0,2,30000
19195,APOLLO TYRES LTD.,TYRES/TUBES,2022-04-26,0,3,6,48542
19196,N.C. JOHN & SONS LTD.,COIR MATS,2022-04-26,0,1,2,14035
19197,MALABAR TIMBER CO.,ROSEWOOD PRODUCTS,2022-04-26,1,0,1,18000
19198,PREMIER MARINE FOODS,FROZEN MARINE FOODS,2022-04-26,0,4,8,102000
19199,FRONTLINE EXPORTS P. LTD.,FROZEN YELLOW TUNA,2022-04-26,0,2,4,54200
19200,UNILEVER INDIA EXPORTS,TEA,2022-04-26,3,1,5,37716
19201,KANAM LATEX INDUS. P. LTD.,LATEX GLOVES,2022-04-26,1,3,7,44556
19202,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,1722
19203,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,559
19204,MALABAR SPICES,PEPPER CORNS,2022-04-26,1,0,1,19000
19205,PROFAND VAYALAT MARINE EXPORTS,FROZEN MARINE FOODS,2022-04-26,0,1,2,27000
19206,KITEX CHILDREN WEAR LTD.,COTTON GARMENTS,2022-04-26,0,3,6,26286
19207,KENRICH OVERSEAS TRADING COMPANY,CHEMICALS,2022-04-26,0,1,2,14408
19208,LAGUNA CLOTHING,COTTON GOODS,2022-04-26,0,0,0,488
19209,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,2789
19210,TATA CONSUMER PRODUCTS LTD.,TEA,2022-04-26,0,3,6,35011
19211,LAKSHMI MACHINE WORKS LTD.,TEXTILE MACHINERY,2022-04-26,0,13,26,86320
19212,SYNTHITE INDUSTRIES LTD.,SPICES,2022-04-26,0,1,2,18000
19213,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-26,0,0,0,1333
19214,PALLAVA TEXTILES P.LTD.,COTTON YARN,2022-04-26,0,1,2,21330
19215,INDIAN EMPORIUM,COIR MATS,2022-04-26,1,0,1,9087
19216,COCO  FIBRE TEX,RUBBER MATS,2022-04-26,0,1,2,27500
19217,M.N. TEX,COTTON GARMENTS,2022-04-26,0,1,2,11693
19218,BIOGROW SUBSTRATES INDIA,COIR FIBER,2022-04-27,0,2,4,35780
19219,FOUSIA TIMBER INDUSTRIES,ROSEWOOD GUITAR PARTS,2022-04-27,1,0,1,21236
19220,MANE KANCOR INGREDIENTS P.LTD.,OLEORESINS OF SPICES,2022-04-27,1,0,1,2860
19221,SEVEN SEAS TRADING COMPANY,COIR MATS,2022-04-27,0,1,2,24112
19222,APOLLO TYRES LTD.,TYRES/TUBES,2022-04-27,0,1,2,17237
19223,TECHNO EXPORTS,COIR PITH,2022-04-27,0,1,2,24920
19224,SHABARI  COTTONS P.LTD.,COTTON GARMENTS,2022-04-27,1,0,1,700
19225,ESMARIO EXPORT ENTERPRISES,FROZEN OCTOPUS,2022-04-27,0,1,2,21120
19226,PREMIER SEAFOODS EXIM LTD.,FROZEN SHRIMPS,2022-04-27,0,1,2,24000
19227,SUD-CHEMIE INDIA LTD.,CATALYST,2022-04-27,0,4,8,58200
19228,BANNARI AMAN SPNG.MILLS LTD.,COTTON YARN,2022-04-27,0,1,2,23882
19229,QUALIMED SYSTEMS,MEDICAL EQUIPMENTS,2022-04-27,0,0,0,430
19230,MARICO LTD.,COCONUT OIL,2022-04-27,4,0,4,85255
19231,TEAM UNITED MARKETING P.LTD.,TEA,2022-04-27,1,0,1,13250
19232,CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,2022-04-27,2,0,2,41000
19233,SHRI SHAKTHI ASSOCIATES,TEA,2022-04-27,0,1,2,28320
19234,CAPITHAN EXPORTING CO.,FROZEN CUTTLEFISH,2022-04-27,0,1,2,17000
19235,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-27,0,0,0,253
19236,ACCELERATED FREEZE DRYING CO LTD.,DRIED SHRIMPS,2022-04-27,0,1,2,11730
19237,AVT MCCORMICK INGREDIENTS LTD.,PEPPER,2022-04-27,0,1,2,20404
19238,SHABARI  COTTONS P.LTD.,COTTON GARMENTS,2022-04-27,1,0,1,1472
19239,BIOGROW SUBSTRATES INDIA,COIR PITH,2022-04-27,0,3,6,66950
19240,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-27,0,0,0,1347
19241,SHAH BROTHERS,TEA,2022-04-27,0,5,10,105568
19242,MADHU JAYANTI INTERNATIONAL LTD.,TEA,2022-04-27,0,1,2,24029
19243,ABM MARINE PRODUCTS,FROZEN MARINE FOODS,2022-04-27,0,2,4,46512
19244,NEDSPICE PROCESSING INDIA PVT LTD,GINGER,2022-04-27,0,2,4,40070
19245,A.M.FISHERIES,FROZEN SHRIMPS,2022-04-27,0,1,2,24500
19246,HIGHRANGE RUBBER & COIR PRODUCTS,RUBBER MATS,2022-04-27,1,0,1,10930
19247,FROSSET FOODS,FOOD STUFFS,2022-04-27,0,2,4,51800
19248,ADITYA TRADING CO.,TEA,2022-04-27,1,0,1,6120
19249,BENNYS BIO COIR,COIR PITH,2022-04-27,0,2,4,45000
19250,COCO-LATEX EXPORTS,RUBBERISED COIR SHEETS,2022-04-27,0,1,2,5534
19251,EVERGREEN EXPORTS,FROZEN MARINE FOODS,2022-04-27,0,1,2,27900
19252,SFO TECHNOLOGIES DIGITAL P.LTD.,CABLE ACCESSORIES,2022-04-27,1,0,1,2205
19253,SWISS SINGAPORE INDIA P.LTD.,TEA,2022-04-27,0,2,4,42940
19254,VERONICA MARINE EXPORTS P.LTD.,FROZEN MARINE FOODS,2022-04-27,0,1,2,24975
19255,BOS NATURAL FLAVORS P.LTD.,OLEORESINS OF SPICES,2022-04-27,0,0,0,754
19256,AQUASTAR MARINE FOODS,FROZEN MARINE FOODS,2022-04-27,0,1,2,25575
19257,MATHESON BOSANQUET ENTERPRISES LTD.,TEA,2022-04-27,0,1,2,24400
19258,POBJI EMPORIUM,COIR MATS,2022-04-27,0,1,2,16932
19259,NAS FISHERIES P.LTD.,FROZEN MARINE FOODS,2022-04-27,0,1,2,27965
19260,GEO AQUATIC PRODUCTS(P)LTD.,FROZEN MARINE FOODS,2022-04-27,0,1,2,27652
19261,SAINT GOBAIN INDIA P.LTD.,REFRACTORY MATERIALS,2022-04-27,0,0,0,564
19262,A.M.FISHERIES,FROZEN MARINE FOODS,2022-04-27,0,1,2,26950
19263,NISHANT EXPORT,PEPPER,2022-04-27,0,1,2,21230
19264,HIGHRANGE RUBBER & COIR PRODUCTS,RUBBER MATS,2022-04-27,0,1,2,15750
19265,SYNTHITE INDUSTRIES LTD.,OLEORESINS OF SPICES,2022-04-27,0,0,0,507
19266,SANTHALAKSHMI MILLS P.LTD.,COTTON YARN,2022-04-27,0,1,2,26001
19267,NEDSPICE PROCESSING INDIA PVT LTD,TURMERIC,2022-04-27,1,0,1,15150
19268,TEA PROMOTERS (INDIA) P. LTD.,TEA,2022-04-27,1,0,1,10868
19269,PREMIER COIR PRODUCTS,COIR PITH,2022-04-27,0,6,12,135150
19270,KITEX GARMENTS LTD.,COTTON GARMENTS,2022-04-27,0,0,0,837
19271,RUBFILA INTERNATIONAL LTD.,LATEX RUBBER THREAD,2022-04-27,0,1,2,25995
19272,A. TOSH & SONS (I) LTD.,TEA,2022-04-27,1,0,1,3696
19273,ESWARI GLOBAL METAL INDUSTRIES P.LTD.,LEAD INGOTS,2022-04-27,10,0,10,244048
19274,HIGH SEAS EXIM,FROZEN MARINE FOODS,2022-04-27,0,1,2,25020
19275,ELITE GREEN P.LTD.,FOOD STUFFS,2022-04-27,1,0,1,18216
19276,PREMIER SEAFOODS EXIM LTD.,FROZEN SHRIMPS,2022-04-27,0,1,2,24000
19277,WESTERN INDIA PLYWOODS LTD.,PLYWOOD,2022-04-27,2,0,2,13200
19278,NISHANT EXPORT,CHILLIES,2022-04-27,0,1,2,19840
19279,SHAH BROTHERS,TEA,2022-04-27,0,1,2,22337
19280,BIOGROW SUBSTRATES INDIA,COIR FIBER,2022-04-27,0,2,4,47380
19281,PLANT LIPIDS  LTD.,OLEORESINS OF SPICES,2022-04-27,0,0,0,505
19282,AVT MCCORMICK INGREDIENTS LTD.,CELERY SEEDS,2022-04-27,1,0,1,10200
19283,REMMY SUSTRATES INDIA P.LTD.,COIR FIBER,2022-04-27,0,5,10,96120
19284,FILTROWIN INDUSTRIES,FILTER ELEMENT,2022-04-27,0,1,2,3984
19285,AVT MCCORMICK INGREDIENTS LTD.,CORIANDER SEEDS,2022-04-27,2,0,2,29530
19286,PEEKAY STEEL CASTING LTD.,STEEL CASTINGS,2022-04-27,1,0,1,3525
19287,QFROZ TRADES P.LTD.,FROZEN MARINE FOODS,2022-04-27,0,4,8,110200
19288,PREMIER MILLS LTD.,COTTON YARN,2022-04-27,1,0,1,6324
19289,REMMY SUSTRATES INDIA P.LTD.,COIR PITH,2022-04-27,0,5,10,113830
19290,OLAM AGRO INDIA LTD.,CHILLIES,2022-04-27,0,1,2,25244
19291,A.M.FISHERIES,FROZEN MARINE FOODS,2022-04-27,0,1,2,24500
19292,COCO-LATEX EXPORTS,RUBBERISED COIR SHEETS,2022-04-27,1,0,1,1014
